001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro Dias
001,2345,6344.23,Beatriz Castro
001,4823,2345.12,Thaísa Castro
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
001,4533,2423.45,Leandro
001,2345,6344.23,Beatriz
001,4823,2345.12,Thaísa
